dataset_name,model_name,mean,standard_error
Boston,SVGP,2.62738,0.023924409292603217
Concrete,SVGP,3.1313000000000004,0.012341823204048925
Energy,SVGP,0.79201,0.010093269539648685
WineRed,SVGP,0.9659099999999998,0.013481286659662724
Yacht,SVGP,0.9703600000000001,0.03722530107332913
